art_style,emotion,painting,repetition,utterance,version,split,tokens_len,utterance_spelled,emotion_label,image_file,grounding_emotion
Expressionism,sadness,yiannis-tsaroychis_athlete-1967,9,he seems so dark and his eyes make me to pity him.,new,train,12,he seems so dark and his eyes make me to pity him,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Expressionism/yiannis-tsaroychis_athlete-1967.jpg,sadness
Naive_Art_Primitivism,disgust,marc-chagall_they-were-in-forty-pairs-1948,25,The pink color is a bit too much to handle,new,train,10,the pink color is a bit too much to handle,5,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Naive_Art_Primitivism/marc-chagall_they-were-in-forty-pairs-1948.jpg,disgust
Baroque,sadness,jan-steen_lean-kitchen,7,The room with no lights and lack of room reminds me of poverty stricken families.,new,val,15,the room with no lights and lack of room reminds me of poverty stricken families,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Baroque/jan-steen_lean-kitchen.jpg,sadness
Expressionism,sadness,yiannis-tsaroychis_athlete-1967,9,the man's expression looks troublesome and depressed. The color is also grim and dark,new,train,15,the man 's expression looks troublesome and depressed the color is also grim and dark,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Expressionism/yiannis-tsaroychis_athlete-1967.jpg,sadness
Early_Renaissance,fear,pietro-perugino_the-pazzi-crucifixion-detail-1,7,"Both pictures feature noble or religious figures, but the one I chose has a haunting appearance to it. The dark aura around the nun is scary",new,val,26,both pictures feature noble or religious figures but the one i chose has a haunting appearance to it the dark aura around the nun is scary,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Early_Renaissance/pietro-perugino_the-pazzi-crucifixion-detail-1.jpg,fear
Northern_Renaissance,sadness,martin-schongauer_altar-of-omgeving-1491,30,The wounds are clearly seen in this painting,new,train,8,the wounds are clearly seen in this painting,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Northern_Renaissance/martin-schongauer_altar-of-omgeving-1491.jpg,sadness
Expressionism,fear,chronis-botsoglou_untitled-1,3,He is long past being able to remember things,new,train,9,he is long past being able to remember things,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Expressionism/chronis-botsoglou_untitled-1.jpg,fear
Rococo,fear,joshua-reynolds_the-infant-samuel-at-prayer,22,the girl has sadness in her eyes and is praying because she is scared,new,train,14,the girl has sadness in her eyes and is praying because she is scared,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Rococo/joshua-reynolds_the-infant-samuel-at-prayer.jpg,fear
Rococo,sadness,joshua-reynolds_the-infant-samuel-at-prayer,22,The sadness and doom in this child's eyes is powerful. She appears very much alone and desperate. Is she praying for her lost parents? This painting is heavy.,new,train,29,the sadness and doom in this child 's eyes is powerful she appears very much alone and desperate is she praying for her lost parents this painting is heavy,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Rococo/joshua-reynolds_the-infant-samuel-at-prayer.jpg,sadness
Rococo,sadness,joshua-reynolds_the-infant-samuel-at-prayer,22,This little girl looks like she is praying for her next meal,new,train,12,this little girl looks like she is praying for her next meal,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Rococo/joshua-reynolds_the-infant-samuel-at-prayer.jpg,sadness
Rococo,fear,bernardo-bellotto_a-view-of-the-lobkowicz-palace-in-vienna-1761,7,The image looks like an ancient image from the old buildings.,new,train,11,the image looks like an ancient image from the old buildings,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Rococo/bernardo-bellotto_a-view-of-the-lobkowicz-palace-in-vienna-1761.jpg,fear
Baroque,sadness,rembrandt_jacob-blessing-the-children-of-joseph-1656,9,I see a family gathering around a loved one who is about to pass.,new,train,14,i see a family gathering around a loved one who is about to pass,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Baroque/rembrandt_jacob-blessing-the-children-of-joseph-1656.jpg,sadness
Naive_Art_Primitivism,disgust,david-burliuk_ploughing-the-field(1),9,"intense colors, aggressive shapes and lack of panoramic vision.",new,train,9,intense colors aggressive shapes and lack of panoramic vision,5,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Naive_Art_Primitivism/david-burliuk_ploughing-the-field(1).jpg,disgust
Rococo,sadness,joshua-reynolds_the-infant-samuel-at-prayer,22,This poor child seems to pray for something that could melt peoples heart,new,train,13,this poor child seems to pray for something that could melt peoples heart,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Rococo/joshua-reynolds_the-infant-samuel-at-prayer.jpg,sadness
Realism,fear,ilya-repin_if-all-not-i-1896,6,looks like a arguement is going on and a fight is about to happen,new,val,14,looks like a arguement is going on and a fight is about to happen,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Realism/ilya-repin_if-all-not-i-1896.jpg,fear
Northern_Renaissance,amusement,lucas-cranach-the-elder_the-judgment-of-paris-1527,4,the combination of the man in armour and the naked women in a forest is incongruous and silly,new,train,18,the combination of the man in armour and the naked women in a forest is incongruous and silly,0,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Northern_Renaissance/lucas-cranach-the-elder_the-judgment-of-paris-1527.jpg,amusement
High_Renaissance,fear,pietro-perugino_martyrdom-of-st-sebastian,20,This painting makes me feel nervous because the people appear to be fighting with bows and arrows which is a little scary.,new,train,22,this painting makes me feel nervous because the people appear to be fighting with bows and arrows which is a little scary,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/High_Renaissance/pietro-perugino_martyrdom-of-st-sebastian.jpg,fear
High_Renaissance,fear,pietro-perugino_martyrdom-of-st-sebastian,20,The people appear to be fighting and killing each other.,new,train,10,the people appear to be fighting and killing each other,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/High_Renaissance/pietro-perugino_martyrdom-of-st-sebastian.jpg,fear
High_Renaissance,amusement,lorenzo-lotto_sts-thomas-aquinas-and-flavian-sts-peter-the-martyr-and-vitus-1508,4,My chosen image includes both halves and I can understand girl's face as she is getting marry into a guy like that.,new,train,23,my chosen image includes both halves and i can understand girl 's face as she is getting marry into a guy like that,0,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/High_Renaissance/lorenzo-lotto_sts-thomas-aquinas-and-flavian-sts-peter-the-martyr-and-vitus-1508.jpg,amusement
High_Renaissance,amusement,lorenzo-lotto_sts-thomas-aquinas-and-flavian-sts-peter-the-martyr-and-vitus-1508,4,Even a priest gets tired of his job,new,train,8,even a priest gets tired of his job,0,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/High_Renaissance/lorenzo-lotto_sts-thomas-aquinas-and-flavian-sts-peter-the-martyr-and-vitus-1508.jpg,amusement
High_Renaissance,fear,pietro-perugino_martyrdom-of-st-sebastian,20,The image shows bad people with bows and arrows killing good people.,new,train,12,the image shows bad people with bows and arrows killing good people,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/High_Renaissance/pietro-perugino_martyrdom-of-st-sebastian.jpg,fear
High_Renaissance,sadness,pietro-perugino_martyrdom-of-st-sebastian,20,executing some one tied to a pole,new,train,7,executing some one tied to a pole,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/High_Renaissance/pietro-perugino_martyrdom-of-st-sebastian.jpg,sadness
Fauvism,fear,charles-lapicque_man-uvres-de-nuit-1958,7,This looks like a night city full of danger and crime,new,train,11,this looks like a night city full of danger and crime,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Fauvism/charles-lapicque_man-uvres-de-nuit-1958.jpg,fear
Cubism,disgust,fernand-leger_the-breakfast-1921,5,I don't like the original to begin with. The shapes make me feel uncomfortable. So the one I chose had 3 times that much feeling of being uncomfortable.,new,test,29,i do not like the original to begin with the shapes make me feel uncomfortable so the one i chose had 3 times that much feeling of being uncomfortable,5,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Cubism/fernand-leger_the-breakfast-1921.jpg,disgust
Northern_Renaissance,amusement,martin-schongauer_madonna-on-the-turf-bench,32,She looks like she is playing with her baby in an innocent way,new,train,13,she looks like she is playing with her baby in an innocent way,0,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Northern_Renaissance/martin-schongauer_madonna-on-the-turf-bench.jpg,amusement
Mannerism_Late_Renaissance,excitement,correggio_virgin-and-child-with-an-angel-madonna-del-latte-1524,10,the mother is breast feeding and the other baby is looking with a big smile and looks so excited,new,train,19,the mother is breast feeding and the other baby is looking with a big smile and looks so excited,3,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Mannerism_Late_Renaissance/correggio_virgin-and-child-with-an-angel-madonna-del-latte-1524.jpg,excitement
Mannerism_Late_Renaissance,contentment,correggio_virgin-and-child-with-an-angel-madonna-del-latte-1524,10,The woman seems to be happy to have her children with her,new,train,12,the woman seems to be happy to have her children with her,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Mannerism_Late_Renaissance/correggio_virgin-and-child-with-an-angel-madonna-del-latte-1524.jpg,contentment
Northern_Renaissance,contentment,martin-schongauer_madonna-on-the-turf-bench,32,The expression her face as she gazes as the child make her appear content.,new,train,14,the expression her face as she gazes as the child make her appear content,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Northern_Renaissance/martin-schongauer_madonna-on-the-turf-bench.jpg,contentment
Northern_Renaissance,awe,martin-schongauer_madonna-on-the-turf-bench,32,"There is an angel that is feeding a baby, which always brings about awe.",new,train,14,there is an angel that is feeding a baby which always brings about awe,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Northern_Renaissance/martin-schongauer_madonna-on-the-turf-bench.jpg,awe
Post_Impressionism,contentment,jacques-villon_the-violinist-le-violoniste-supervielle-1899,11,The man playing the violin is showing a great contentment while doing something he clearly enjoys.,new,train,16,the man playing the violin is showing a great contentment while doing something he clearly enjoys,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Post_Impressionism/jacques-villon_the-violinist-le-violoniste-supervielle-1899.jpg,contentment
Abstract_Expressionism,disgust,milton-resnick_flag-1963,12,There is nothing to focus on. The color palette looks like vomit. It is too muted with too little contrast and it is too uniform.,new,train,25,there is nothing to focus on the color palette looks like vomit it is too muted with too little contrast and it is too uniform,5,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Abstract_Expressionism/milton-resnick_flag-1963.jpg,disgust
Realism,sadness,ion-andreescu_leafless-forest,20,This image shows a forest of trees without leaves and gloomy surroundings.,new,train,12,this image shows a forest of trees without leaves and gloomy surroundings,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Realism/ion-andreescu_leafless-forest.jpg,sadness
Minimalism,fear,jiro-yoshihara_untitled(1),17,This looks like a red circle of blood coming from a murder scene,new,train,13,this looks like a red circle of blood coming from a murder scene,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Minimalism/jiro-yoshihara_untitled(1).jpg,fear
Color_Field_Painting,disgust,charles-hinman_untitled-from-the-on-the-bowery-portfolio-1969,11,this is very underwhelmng to look at in comparison,new,train,9,this is very underwhelming to look at in comparison,5,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Color_Field_Painting/charles-hinman_untitled-from-the-on-the-bowery-portfolio-1969.jpg,disgust
Baroque,sadness,jan-steen_supper-at-emmaus-1668,10,The face reactions of peoples looking sad,new,train,7,the face reactions of peoples looking sad,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Baroque/jan-steen_supper-at-emmaus-1668.jpg,sadness
Baroque,sadness,jan-steen_supper-at-emmaus-1668,10,Every person in this painting look depressed over a loss or sadness.,new,train,12,every person in this painting look depressed over a loss or sadness,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Baroque/jan-steen_supper-at-emmaus-1668.jpg,sadness
Minimalism,fear,jiro-yoshihara_untitled(1),17,Just looking at this makes me want to go in the other direction if someone was wearing this,new,train,18,just looking at this makes me want to go in the other direction if someone was wearing this,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Minimalism/jiro-yoshihara_untitled(1).jpg,fear
Impressionism,sadness,claude-monet_shadows-on-the-sea-at-pourville,2,Climate change which has accelerated the melting of icebergs has already adversely affected many reefs and shorelines.,new,train,17,climate change which has accelerated the melting of icebergs has already adversely affected many reefs and shorelines,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Impressionism/claude-monet_shadows-on-the-sea-at-pourville.jpg,sadness
Realism,fear,ion-andreescu_leafless-forest,20,dark forest with many bare trees seems ominous and lonely,new,train,10,dark forest with many bare trees seems ominous and lonely,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Realism/ion-andreescu_leafless-forest.jpg,fear
Realism,fear,ion-andreescu_leafless-forest,20,This reminds me of places that serial killers go. Its dark and cold and damp.,new,train,15,this reminds me of places that serial killers go its dark and cold and damp,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Realism/ion-andreescu_leafless-forest.jpg,fear
